language,product_code,product_name,category,brand,description,short_description,product_price,display_price,unit,weight,quantity,tax,image
en,DICT-0015,Coffee Collagen,Supermarket///Retail///Breakfast & Snacks,Diet Center,Coffee collagen - 122 calories,Coffee Collagen,12.0,12.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/8249bff0f7304b551b24af97a3837d41.jpg
en,DICT-0016,Peanut Butter,Supermarket///Retail///Breakfast & Snacks,Diet Center,148 cal,Peanut Butter,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/a091b338d1ed7e45eb9f54d172e3f659.jpg
en,DICT-0017,Osh Bol Bol Sugar Free,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Fragrant orange blossom water infuses a delicate pastry of flour and semolina studded with pistachios and rich butter ghee 250 gr,Osh Bol Bol Sugar Free,40.0,40.0,g,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/eb6384f20dcf7bb2c5f360960d0d6b59.jpg
en,DICT-0018,Mamoul Mad Sugar Free,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,A fragrant semolina pastry cradles the sweetness of dates and the nutty depth of tahini enhanced by orange blossom and butter250 gr .,Mamoul Mad Sugar Free,25.0,25.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/266a49b2285f767dffb18c93315b6600.jpg
en,DICT-0019,Macaron Sugar Free,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Crisp macarons born of flour and semolina whisper of anise and sweet delight 250 gr,Macaron Sugar Free,22.0,22.0,g,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/a3e1a6025e3f24820be42b10e249c07b.jpg
en,DICT-0020,Date Fingers Sugar Free,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,From buttery pastry to sweet date filling this treat is a symphony of middle eastern flavors spiced with anise and fennel 250 gr,Date Fingers Sugar Free,19.0,19.0,g,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/f9a98c57dffaff1fc97b7d54bfd4fe21.jpg
en,DICT-0021,Warbat Cashew Sugar Free,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,A traditional arabic dessert consisting of thin layers of filo pastry wrapped around a filling. the cashew in the name refers to the filling. this dessert is baked until golden brown and crispy,Warbat Cashew Sugar Free,29.0,29.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/de0b5c5171b51145a4493f9bc5b4acad.jpg
en,DICT-0022,Choco Orange Dome,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Whipping cream dark chocolate milk chocolate biscuit orange juice stevia sweetener corn oil water hazelnut milk egg yolk gelatin orange zest 240cal,Choco Orange Dome,19.0,19.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/907ce6a03f3807a486309d3d29fc788a.png
en,DICT-0023,Boule Glacee Double Chocolate,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,An irresistible scoop of no added sugar double chocolate ice cream on a biscuit a chocolate lover’s frozen dream,Boule Glacee Double Chocolate,14.0,14.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/b4d316fcf6b5d372ca0b470c4116fa59.jpg
en,DICT-0024,Boule Glacee Hazelnut,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,A refreshing scoop of hazelnut ice cream with no added sugar bursting with vibrant tangy hazelnut flavor on a chocolate-covered cookie an irresistible taste,Boule Glacee Hazelnut,14.0,14.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/1e3b0be83b8ea25539e4d3cdde2ddc0d.jpg
en,DICT-0025,Chocolate Balls,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,"Chocolatey delight: wheat flour, eggs, and cocoa powder blend into a rich and satisfying treat.",Chocolate Balls,28.0,28.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/0c4002e70206cc2dc5cd7d0f152514a9.png
en,DICT-0026,Biscuit Cake,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Wheat biscuits layered with rich dark chocolate and a hint of cocoa.,Biscuit Cake,33.0,33.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/98f192f566b31aafb05bb4bb63b446ea.png
en,DICT-0027,Chocolate Cornflakes,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,"Corn flakes, milk chocolate, sugar-free dark chocolate, 110cal",Chocolate Cornflakes,26.0,26.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/5b3416e6906e0aa1b9f8c7abfc4d81d0.png
en,DICT-0028,Chocolate Cookies Pkt,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,"Delicious chocolate cookies, a taste worth trying",Chocolate Cookies Pkt,19.0,19.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/3d076109266d2afe2d7f05cd6b9bc3ee.png
en,DICT-0029,Mini English Cake Vanilla,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,"For english cake lovers, the taste of vanilla is amazing.",Mini English Cake Vanilla,7.0,7.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/a192e9e0b4f127500927c321e91cf566.png
en,DICT-0030,Cinnamon Roll,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Delicious cinnamon pie,Cinnamon Roll,9.0,9.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/9e49ec15f64b1e8eb6861797afab0628.png
en,DICT-0031,Granola With Peach Yogurt,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,"Crunchy granola paired with creamy peach yogurt blending natural sweetness and wholesome goodness for a refreshing, nutritious snack",Granola With Peach Yogurt,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/32d1b9b6d70df92da9945f299f37d92a.jpg
en,DICT-0032,Granola With Mix Berries Yogurt,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,A wholesome blend of crunchy golden granola with mix berries yogurt this refreshing dish is a perfect balance of flavor and texture ideal for nourishing breakfast,Granola With Mix Berries Yogurt,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/418e3366cb410b1f23a46d00f8ce8490.jpg
en,DICT-0033,Granola With Creamy Peanut Butter,Fresh & Local///Homemade Meals///Classic Sweets,Diet Center,Crunchy granola mixed with rich creamy peanut butter for an energizing and flavorful snack,Granola With Creamy Peanut Butter,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/4c49011ee2a9ce70f7fcc08331074695.jpg
en,DICT-0034,Chili Parmesan Grissini,Supermarket///Retail///Bakery,Diet Center,"Jersey fingers are one of the most famous italian appetizers, characterized by their crunchy texture and delicious taste this recipe adds a special touch to them through the salty flavor of parmesan cheese and smoked pepper",Chili Parmesan Grissini,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/681dd0567802852b986e6190eec984a7.jpg
en,DICT-0035,Zaatar Grissini,Supermarket///Retail///Bakery,Diet Center,Grissini with zaatar is a light and crunchy snack that takes you on a journey to mediterranean cuisine baked fingers combine the crunch of italian bread with the rich flavor of lebanese zaatar making them perfect for dipping or eating on their own,Zaatar Grissini,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/13edbbfe1efcd8794f4768494dc650a6.jpg
en,DICT-0036,Montana Water,Supermarket///Retail///Beverages,Diet Center,Montana water 330ml,Montana Water,5.0,5.0,ml,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/d01b13292300c495b050707467ee2e0c.jpg
en,DICT-0037,Lipton Ice Tea Peach,Supermarket///Retail///Beverages,Diet Center,Ice tea is very refreshing,Lipton Ice Tea Peach,6.0,6.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/222112f28afd85388e13c30bd68567e3.jpg
en,DICT-0038,Black Lemon Fresh Juice,Supermarket///Retail///Beverages,Diet Center,Delicious and refreshing juice,Black Lemon Fresh Juice,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/b6cec70aaac94deddf84a2d9449eaaf0.jpg
en,DICT-0039,Heart Beat Fresh Juice,Supermarket///Retail///Beverages,Diet Center,Delicious and refreshing juice,Heart Beat Fresh Juice,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/6e261f06a1f0e593088fabf2a7d9b9b0.jpg
en,DICT-0040,Minted Lemon Fresh Juice,Supermarket///Retail///Beverages,Diet Center,Delicious and refreshing juice,Minted Lemon Fresh Juice,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/2c0ed361aa657553f8c23c1092789474.jpg
en,DICT-0041,Pomegranate Fresh Juice,Supermarket///Retail///Beverages,Diet Center,Delicious and refreshing juice,Pomegranate Fresh Juice,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/8cbb4272b550eb11ff057108e5c4165b.jpg
en,DICT-0042,Lipton Ice Tea Red Fruits Zero,Supermarket///Retail///Beverages,Diet Center,Red fruits zero,Lipton Ice Tea Red Fruits Zero,6.0,6.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/177a9dbf16d2cb4074228fbefe81ebfb.jpg
en,DICT-0043,Lipton Ice Tea Tropical Passionfruit Mango Zero,Supermarket///Retail///Beverages,Diet Center,Tropical passionfruit mango zero,Lipton Ice Tea Tropical Passionfruit Mango Zero,6.0,6.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/91be70ac76a09c4a272c1e8a997ce591.jpg
en,DICT-0044,Healthy Bread Nokhala,Supermarket///Retail///Bakery,Diet Center,"Suitable for diet, diabetes, blood pressure, colon and digestive system",Healthy Bread Nokhala,7.0,7.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/3f35804fae3d4a3cf9622771529c0269.jpeg
en,DICT-0045,Healthy Bread Shofan,Supermarket///Retail///Bakery,Diet Center,"Suitable for diets, diabetes, and high blood pressure. used by athletes to gain energy and muscle. makes you feel full. oats are a good alternative for wheat allergies.",Healthy Bread Shofan,9.0,9.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/ef6424cf4b21b3e15108e8d80401a1ec.jpeg
en,DICT-0046,Healthy Bread Barley,Supermarket///Retail///Bakery,Diet Center,"Suitable for diet, weight loss, diabetes, high blood pressure, colon and constipation",Healthy Bread Barley,8.0,8.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/39b47651b7b34ceb6be34b172853b0b3.jpeg
en,DICT-0047,Healthy Bread Dokhan,Supermarket///Retail///Bakery,Diet Center,"Healthy tanur aldayaa millet bread natural ingredients suitable for diets, diabetes, high blood pressure, and asthma millet is a good alternative for wheat allergies",Healthy Bread Dokhan,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/aec807e65203b736b2a0b271859cecc1.jpeg
en,DICT-0048,Healthy Bread Thyme,Supermarket///Retail///Bakery,Diet Center,"Healthy tannour bread with thyme 100% natural ingredients beneficial for immunity, heart, bones, and the respiratory system provides physical energy",Healthy Bread Thyme,10.0,10.0,pcs,100,10,0,https://images.deliveryhero.io/image/menu-import-gateway-prd/regions/ME/chains/HS-DC/59cd7d4a09b2b44a2b0956b406eecb9f.jpeg
